geo,year,median_age,dep_ratio,median_age_f,median_age_m,gender_gap
FR,1992,35.0,71.1,36.3,33.7,2.5999999999999943
FR,1993,35.3,70.7,36.6,33.9,2.700000000000003
FR,1994,35.6,70.3,36.9,34.2,2.6999999999999957
FR,1995,35.9,70.2,37.2,34.6,2.6000000000000014
FR,1996,36.2,70.5,37.5,34.9,2.6000000000000014
FR,1997,36.5,70.9,37.8,35.1,2.6999999999999957
FR,1998,36.8,71.1,38.1,35.4,2.700000000000003
FR,1999,37.0,71.3,38.4,35.7,2.6999999999999957
FR,2000,37.3,71.4,38.7,36.0,2.700000000000003
FR,2001,37.6,71.3,38.9,36.2,2.6999999999999957
FR,2002,37.9,71.2,39.2,36.5,2.700000000000003
FR,2003,38.1,71.1,39.5,36.7,2.799999999999997
FR,2004,38.4,71.1,39.7,37.0,2.700000000000003
FR,2005,38.6,71.2,40.0,37.2,2.799999999999997
FR,2006,38.9,70.9,40.3,37.4,2.8999999999999986
FR,2007,39.1,70.5,40.5,37.6,2.8999999999999986
FR,2008,39.3,70.4,40.8,37.9,2.8999999999999986
FR,2009,39.6,70.5,41.0,38.1,2.8999999999999986
FR,2010,39.8,70.6,41.2,38.4,2.8000000000000043
FR,2011,40.0,70.8,41.4,38.6,2.799999999999997
FR,2012,40.3,71.6,41.7,38.9,2.8000000000000043
FR,2013,40.6,72.8,41.9,39.2,2.6999999999999957
FR,2014,40.7,74.2,42.1,39.3,2.8000000000000043
FR,2015,41.0,75.6,42.3,39.5,2.799999999999997
FR,2016,41.2,76.7,42.6,39.7,2.8999999999999986
FR,2017,41.4,77.7,42.9,39.9,3.0
FR,2018,41.6,78.6,43.1,40.0,3.1000000000000014
FR,2019,41.8,79.3,43.3,40.2,3.0999999999999943
FR,2020,41.9,79.9,43.5,40.4,3.1000000000000014
FR,2021,42.0,80.0,43.6,40.5,3.1000000000000014
FR,2022,42.1,80.0,43.6,40.7,2.8999999999999986
FR,2023,42.3,80.2,43.8,40.8,3.0
FR,2024,42.6,80.4,44.0,41.1,2.8999999999999986
FR,2025,42.8,80.6,44.2,41.3,2.9000000000000057
IE,1960,29.8,100.8,30.5,29.2,1.3000000000000007
IE,1961,29.8,102.1,30.5,29.1,1.3999999999999986
IE,1962,29.6,103.0,30.3,28.8,1.5
IE,1963,29.3,103.6,30.0,28.5,1.5
IE,1964,29.0,104.4,29.7,28.2,1.5
IE,1965,28.7,105.0,29.4,27.9,1.5
IE,1966,28.3,105.7,29.1,27.6,1.5
IE,1967,28.1,105.8,28.9,27.3,1.5999999999999979
IE,1968,27.9,105.7,28.6,27.1,1.5
IE,1969,27.6,105.6,28.4,26.9,1.5
IE,1970,27.4,105.5,28.2,26.7,1.5
IE,1971,27.2,105.5,28.0,26.5,1.5
IE,1972,27.1,105.3,27.8,26.4,1.4000000000000021
IE,1973,27.0,105.0,27.7,26.3,1.3999999999999986
IE,1974,26.9,104.6,27.6,26.2,1.4000000000000021
IE,1975,26.8,104.3,27.5,26.1,1.3999999999999986
IE,1976,26.7,103.9,27.4,26.1,1.2999999999999972
IE,1977,26.6,103.6,27.3,26.0,1.3000000000000007
IE,1978,26.6,103.3,27.2,26.0,1.1999999999999993
IE,1979,26.5,103.0,27.1,25.9,1.2000000000000028
IE,1980,26.5,102.6,27.1,25.9,1.2000000000000028
IE,1981,26.5,102.2,27.2,25.9,1.3000000000000007
IE,1982,26.6,101.4,27.2,25.9,1.3000000000000007
IE,1983,26.7,100.2,27.4,26.1,1.2999999999999972
IE,1984,26.9,98.8,27.6,26.2,1.4000000000000021
IE,1985,27.2,97.9,28.0,26.5,1.5
IE,1986,27.7,95.7,28.7,26.7,2.0
IE,1987,27.7,95.8,28.4,26.9,1.5
IE,1988,28.1,94.9,28.9,27.3,1.5999999999999979
IE,1989,28.6,94.0,29.4,27.8,1.5999999999999979
IE,1990,29.1,92.7,29.9,28.2,1.6999999999999993
IE,1991,29.4,91.2,30.3,28.5,1.8000000000000007
IE,1992,29.7,89.2,30.6,28.8,1.8000000000000007
IE,1993,30.1,86.9,31.0,29.1,1.8999999999999986
IE,1994,30.4,84.6,31.3,29.5,1.8000000000000007
IE,1995,30.8,82.7,31.7,29.8,1.8999999999999986
IE,1996,31.1,80.6,32.0,30.2,1.8000000000000007
IE,1997,31.5,78.5,32.4,30.5,1.8999999999999986
IE,1998,31.8,76.5,32.7,30.9,1.8000000000000043
IE,1999,32.2,74.5,33.0,31.2,1.8000000000000007
IE,2000,32.4,72.2,33.2,31.5,1.7000000000000028
IE,2001,32.6,70.0,33.4,31.8,1.5999999999999979
IE,2002,32.8,67.9,33.5,32.1,1.3999999999999986
IE,2003,33.0,66.3,33.7,32.4,1.3000000000000043
IE,2004,33.3,65.1,33.9,32.7,1.1999999999999957
IE,2005,33.5,63.8,34.0,32.9,1.1000000000000014
IE,2006,33.5,62.4,34.0,32.9,1.1000000000000014
IE,2007,33.3,60.7,33.9,32.8,1.1000000000000014
IE,2008,33.4,60.6,33.8,32.9,0.8999999999999986
IE,2009,33.6,61.5,34.0,33.3,0.7000000000000028
IE,2010,34.0,62.7,34.4,33.7,0.6999999999999957
IE,2011,34.5,63.8,34.9,34.1,0.7999999999999972
IE,2012,35.0,65.3,35.4,34.6,0.7999999999999972
IE,2013,35.4,66.5,35.8,35.0,0.7999999999999972
IE,2014,35.8,67.6,36.2,35.4,0.8000000000000043
IE,2015,36.2,68.5,36.6,35.8,0.8000000000000043
IE,2016,36.5,69.0,36.9,36.1,0.7999999999999972
IE,2017,36.9,69.5,37.3,36.5,0.7999999999999972
IE,2018,37.3,69.9,37.8,36.9,0.8999999999999986
IE,2019,37.7,69.9,38.2,37.1,1.1000000000000014
IE,2020,38.0,70.0,38.5,37.5,1.0
IE,2021,38.4,69.8,38.9,37.9,1.0
IE,2022,38.8,69.8,39.3,38.3,1.0
IE,2023,39.1,69.6,39.6,38.5,1.1000000000000014
IE,2024,39.4,69.6,40.0,38.7,1.2999999999999972
IE,2025,39.6,69.2,40.3,38.9,1.3999999999999986
IT,1960,31.2,71.5,32.3,30.1,2.1999999999999957
IT,1961,31.4,71.0,32.5,30.3,2.1999999999999993
IT,1962,31.6,71.2,32.7,30.5,2.200000000000003
IT,1963,31.8,71.5,32.9,30.7,2.1999999999999993
IT,1964,32.0,71.9,33.2,30.8,2.400000000000002
IT,1965,32.1,72.8,33.3,30.8,2.4999999999999964
IT,1966,32.2,73.9,33.4,30.9,2.5
IT,1967,32.3,73.9,33.6,31.0,2.6000000000000014
IT,1968,32.4,74.0,33.7,31.1,2.6000000000000014
IT,1969,32.6,73.8,33.9,31.2,2.6999999999999993
IT,1970,32.7,74.2,34.0,31.3,2.6999999999999993
IT,1971,32.8,74.4,34.2,31.5,2.700000000000003
IT,1972,33.1,75.0,34.5,31.7,2.8000000000000007
IT,1973,33.2,75.7,34.6,31.9,2.700000000000003
IT,1974,33.4,76.5,34.7,31.9,2.8000000000000043
IT,1975,33.4,77.1,34.9,31.8,3.099999999999998
IT,1976,33.5,77.6,35.1,31.8,3.3000000000000007
IT,1977,33.5,77.8,35.2,31.8,3.400000000000002
IT,1978,33.6,77.9,35.3,31.9,3.3999999999999986
IT,1979,33.7,77.9,35.4,32.1,3.299999999999997
IT,1980,33.8,77.5,35.6,32.4,3.200000000000003
IT,1981,34.1,76.6,35.7,32.7,3.0
IT,1982,34.4,75.0,35.9,33.0,2.8999999999999986
IT,1983,34.8,73.0,36.2,33.3,2.9000000000000057
IT,1984,35.1,70.8,36.5,33.5,3.0
IT,1985,35.4,68.7,36.9,33.8,3.1000000000000014
IT,1986,35.7,67.8,37.2,34.1,3.1000000000000014
IT,1987,36.0,66.8,37.6,34.3,3.3000000000000043
IT,1988,36.3,66.0,37.9,34.6,3.299999999999997
IT,1989,36.6,65.3,38.2,34.9,3.3000000000000043
IT,1990,36.9,64.6,38.6,35.2,3.3999999999999986
IT,1991,37.2,63.9,38.8,35.6,3.1999999999999957
IT,1992,37.6,62.0,39.3,36.1,3.1999999999999957
IT,1993,37.9,61.6,39.6,36.3,3.3000000000000043
IT,1994,38.2,61.1,39.8,36.6,3.1999999999999957
IT,1995,38.5,60.5,40.2,36.9,3.3000000000000043
IT,1996,38.9,60.4,40.5,37.2,3.299999999999997
IT,1997,39.2,60.3,40.8,37.6,3.1999999999999957
IT,1998,39.4,60.4,41.1,37.9,3.200000000000003
IT,1999,39.7,60.5,41.4,38.2,3.1999999999999957
IT,2000,40.1,60.8,41.7,38.5,3.200000000000003
IT,2001,40.4,61.2,42.0,38.9,3.1000000000000014
IT,2002,40.7,61.5,42.3,39.2,3.0999999999999943
IT,2003,41.1,61.9,42.6,39.6,3.0
IT,2004,41.3,62.1,42.8,39.9,2.8999999999999986
IT,2005,41.6,62.7,43.1,40.2,2.8999999999999986
IT,2006,41.9,63.6,43.4,40.6,2.799999999999997
IT,2007,42.3,64.3,43.7,41.0,2.700000000000003
IT,2008,42.6,64.5,44.0,41.3,2.700000000000003
IT,2009,42.9,64.7,44.3,41.6,2.6999999999999957
IT,2010,43.3,65.0,44.6,41.9,2.700000000000003
IT,2011,43.7,65.0,45.0,42.3,2.700000000000003
IT,2012,44.0,65.8,45.4,42.7,2.6999999999999957
IT,2013,44.4,66.4,45.7,43.0,2.700000000000003
IT,2014,44.7,67.1,46.1,43.4,2.700000000000003
IT,2015,45.2,67.8,46.5,43.8,2.700000000000003
IT,2016,45.6,68.3,46.9,44.2,2.6999999999999957
IT,2017,46.0,68.6,47.4,44.6,2.799999999999997
IT,2018,46.4,68.9,47.8,44.9,2.8999999999999986
IT,2019,46.8,69.1,48.2,45.3,2.9000000000000057
IT,2020,47.2,69.5,48.6,45.8,2.8000000000000043
IT,2021,47.6,70.2,49.0,46.2,2.799999999999997
IT,2022,48.0,70.5,49.4,46.6,2.799999999999997
IT,2023,48.4,70.6,49.7,46.9,2.8000000000000043
IT,2024,48.7,70.9,50.1,47.2,2.8999999999999986
IT,2025,49.1,71.3,50.5,47.5,3.0
